,Age,Artists,Best number of players,Categories,Designer,Family,Mechanisms,Name,Number of players,Playing time,Publishers,Rating,Weight,Year
1661,8+,['Jarek Nocoń'],— Best: 2,"['Fantasy', 'Fighting']",['Adam Kałuża'],"['Animals: Dragons', 'Components: Miniatures']","['Action Points', 'Campaign / Battle Card Driven', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Variable Player Powers']",Drako: Dragon & Dwarves,2,30,"['Rebel', 'Dast Work srl', 'Ediciones MasQueOca', 'Pegasus Spiele', 'Swan Panasia Co., Ltd.']",6.7,1.77,2011
1662,14+,['Martin Mottet'],— Best: none,"['Dice', 'Economic']","['Eilif Svensson', 'Kristian Amundsen Østby']","['Circus', 'Polyominoes']","['Card Drafting', 'Drafting', 'Tile Placement', 'Variable Player Powers']",The Magnificent,1–4,60–90,"['Aporta Games', 'Jumping Turtle Games', 'Pegasus Spiele']",7.6,3.19,2019
1663,10+,"['Tom Jolly', 'Phil Morrissey']",— Best: 4,"['Fantasy', 'Fighting']",['Tom Jolly'],['N/A'],"['Modular Board', 'Player Elimination']",Wiz-War,2–4,60,"['(Web published)', 'Chessex', 'Jolly Games']",6.9,1.98,1983
1664,10+,['Mateusz Szulik'],— Best: 4,"['Animals', 'Dice', 'Environmental']",['Mike Nudd'],"['Animals: Bees', 'Crowdfunding: Kickstarter']","['Dice Rolling', 'Set Collection', 'Worker Placement', 'Worker Placement with Dice Workers']",Waggle Dance,2–4,30–90,['Grublin Games Publishing'],7.0,2.33,2014
1665,10+,"['Sean Äaberg', 'Eric Radey']",— Best: none,"['Adventure', 'Exploration', 'Fantasy']","['Sean Äaberg', 'Eric Radey']","['Campaign Games', 'Crowdfunding: Kickstarter']","['Cooperative Game', 'Dice Rolling', 'Role Playing']",Dungeon Degenerates: Hand of Doom,1–4,30–360,['Goblinko'],8.3,3.52,2017
1666,8+,['Mathieu Beaulieu'],— Best: 3,"['Ancient', 'Card Game']",['Bruno Cathala'],['Country: Egypt'],"['Card Drafting', 'Hand Management', 'Memory', 'Set Collection']",Sobek,2–4,40,"['Asmodee', 'GameWorks SàRL']",6.7,1.84,2010
1667,14+,['Jonathan Kirtz'],— Best: 3–4,"['Dice', 'Fantasy', 'Industry / Manufacturing']",['Nick Sibicky'],['Crowdfunding: Kickstarter'],"['Deck, Bag, and Pool Building', 'Dice Rolling', 'Pattern Building']",King's Forge,2–4,60,"['Game Salute', 'Starling Games (II)']",7.0,2.28,2014
1668,18+,"['Stéphane Gantiez', 'Tomáš Kučerovský']",— Best: 6,"['Card Game', 'Deduction', 'Mature / Adult', 'Party Game', 'Spies/Secret Agents', 'Word Game']",['Vlaada Chvátil'],['Codenames'],"['Communication Limits', 'Memory', 'Push Your Luck', 'Team-Based Game']",Codenames: Deep Undercover,4–8,15–30,"['Asmodee', 'Cranio Creations', 'Czech Games Edition', 'Heidelberger Spieleverlag', 'Lark & Clam', 'Lex Games', 'One Moment Games', 'Rebel']",6.6,1.37,2016
1669,12+,"['Rodger B. MacGowan', 'Mark Simonitch']",— Best: 2,"['Ancient', 'Wargame']","['Richard H. Berg', 'Mark Herman']","['Country: Greece', 'GBOH: Great Battles of Alexander', 'Great Battles of History', 'History: Wars of Alexander the Great', 'Solitaire Wargames']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",The Great Battles of Alexander: Deluxe Edition,2–4,240,['GMT Games'],7.7,3.61,1995
1670,12+,"['Wayne England', 'Adam Gillespie', ""William O'Connor""]",— Best: 4,"['Fantasy', 'Wargame']","['Richard Baker', 'Mons Johnson', 'Peter Lee']","['Components: Miniatures', 'Dungeons & Dragons']","['Dice Rolling', 'Team-Based Game']",Dungeons & Dragons: Conquest of Nerath Board Game,2–4,120–240,"['Hasbro', 'Wizards of the Coast']",6.9,2.64,2011
1671,12+,['Klemens Franz'],— Best: 4,"['Economic', 'Mythology', 'Nautical', 'Transportation']","['Helmut Ohley', 'Leonhard ""Lonny"" Orgler']","['18xx', 'Country: Greece']","['Commodity Speculation', 'Network and Route Building', 'Stock Holding']",Poseidon,2–5,90–120,"['Lookout Games', 'Z-Man Games, Inc.']",7.0,3.53,2010
1672,7+,['N/A'],— Best: 3,"['Movies / TV / Radio theme', 'Science Fiction']",['Klaus-Jürgen Wrede'],"['Carcassonne', 'Star Wars']","['Dice Rolling', 'Tile Placement']",Carcassonne: Star Wars,2–5,35,"['Hans im Glück', 'Bard Centrum Gier', 'Bergsala Enigma', 'Devir', 'Kaissa Chess & Games', 'Lautapelit.fi', 'White Goblin Games']",6.7,1.70,2015
1673,––,"['Ilya Baranovsky', 'Jake Staines']",— Best: 1,"['Print & Play', 'World War II']",['Jake Staines'],"['Country: France', 'Solitaire Print and Play Contest']",['Worker Placement'],Maquis,1,20,"['(Web published)', 'Side Room Games']",7.4,2.10,2013
1674,12+,['Harald Lieske'],— Best: 4–5,"['Card Game', 'Economic', 'Industry / Manufacturing']",['Friedemann Friese'],['Power Grid'],['Auction/Bidding'],Power Grid: The Card Game,2–6,45–60,"['2F-Spiele', '999 Games', 'Arclight', 'Edge Entertainment', 'Lacerta', 'Lautapelit.fi', 'Rio Grande Games', 'Swan Panasia Co., Ltd.']",6.8,2.31,2016
1675,14+,"['Daniela (iella) Attard', 'Sami Laakso']",— Best: 3,"['Environmental', 'Farming']",['David Chircop'],"['Admin: Better Description Needed!', 'Crowdfunding: Kickstarter', 'Nature Games']","['Area Majority / Influence', 'Hand Management', 'Modular Board', 'Voting']",Petrichor,1–4,20–80,"['APE Games', 'Mighty Boards', 'Cloud Island', 'Delta Vision Publishing', 'Edge Entertainment', 'Fabrika Igr', 'Hobby Japan', 'Lucrum Games', 'Schwerkraft-Verlag', 'TIME2PLAY GAMES']",7.0,3.12,2018
1676,10+,['Dennis Lohausen'],— Best: 4,"['Animals', 'Farming']",['Arve D. Fühler'],"['Animals: Cattle', 'Country: Argentina', 'Country: Uruguay']","['Dice Rolling', 'Set Collection', 'Worker Placement']",El Gaucho,2–4,60,"['Argentum Verlag', 'Egmont Polska', 'The Game Master BV']",6.8,2.23,2014
1677,12+,"['Klemens Franz', 'Lukas Siegmon']",— Best: 3,['Farming'],['Uwe Rosenberg'],"['Admin: Better Description Needed!', 'Country: Iceland', 'Farming', 'Solitaire Games']",['Worker Placement'],Reykholt,1–4,30–60,"['Frosted Games', 'Arclight', 'Arrakis Games', 'Galápagos Jogos', 'Games Factory', 'Lavka Games', 'Origames', 'Portal Games', 'Raven Distribution', 'Renegade Game Studios', 'sternenschimmermeer']",6.8,2.26,2018
1678,10+,['Élise Plessis'],— Best: 1,"['Dice', 'Fantasy', 'Nautical']",['Shadi Torbey'],"['Oniverse', 'Solitaire Games']","['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Roll / Spin and Move', 'Set Collection', 'Solo / Solitaire Game']",Nautilion,1–2,15–30,"['Filosofia Éditions', 'Z-Man Games, Inc.']",7.3,1.92,2016
1679,14+,['Rob van Zyl'],— Best: 3,"['Dice', 'Horror', 'Mythology']",['Simon McGregor'],"['Crowdfunding: Kickstarter', 'Yacht']","['Dice Rolling', 'Hand Management', 'Push Your Luck', 'Set Collection', 'Worker Placement']",Ancient Terrible Things,2–4,60,"['Buró', 'Feuerland Spiele', 'Pleasant Company Games', 'Redbox Editora (Redbox)']",6.8,2.04,2014
1680,8+,['Sensit Communication GmbH'],— Best: 4,"['Puzzle', 'Real-time']",['Lauge Luchau'],['3D Games'],['Pattern Building'],Dimension,1–4,30,['KOSMOS'],6.9,1.32,2014
1681,8+,"['Barbara Henn', 'Franz Vohwinkel']",— Best: none,['Trains'],['Dirk Henn'],"['Cities: Paris (France)', 'Crowdfunding: Kickstarter', 'Mensa Select']","['Network and Route Building', 'Tile Placement']",Metro,2–6,30,"['Queen Games', 'Calamity Games', 'Corfix', 'db-Spiele', 'G3', 'Überplay']",6.4,1.69,1997
1682,10+,"['Kris Burm', ""lu'cifer""]",— Best: 2,['Abstract Strategy'],['Kris Burm'],"['3D Games', 'Combinatorial', 'Connection Games', 'GIPF Project']","['Grid Movement', 'Network and Route Building']",PÜNCT,2,30,"['Don & Co.', 'HUCH!', 'Rebel', 'Rio Grande Games', 'Smart Toys and Games, Inc.']",6.8,2.75,2005
1683,13+,['Mihajlo Dimitrievski'],— Best: 4,"['American West', 'City Building']",['Jonny Pac Cantin'],"['Crowdfunding: Kickstarter', 'Game Trayz Inside']","['Hand Management', 'Simultaneous Action Selection', 'Variable Phase Order', 'Worker Placement']",Coloma,1–6,60–90,"['Final Frontier Games', 'Taverna Ludica Games', 'Tcg Factory']",7.5,2.90,2019
1684,12+,"['Guillaume Ducos', 'Catherine Hamilton']",— Best: none,"['Animals', 'Card Game', 'Educational', 'Environmental', 'Prehistoric']","['Nick Bentley', 'Dominic Crapuchettes', 'Ben Goldman', ""Brian O'Neill""]","['Animals: Fishes', 'Biological Evolution', 'Biology', 'Crowdfunding: Kickstarter', 'Evolution (North Star Games)', 'Nature Games']",['Hand Management'],Oceans,2–4,60–90,"['North Star Games', 'Ediciones MasQueOca', 'Pendragon Game Studio', 'Schwerkraft-Verlag']",7.8,2.83,2020
1685,12+,"['Daren Bader', 'Robert Campbell', 'Scott Fischer', 'Daniel Gelon', 'Trevor Hairsine', 'Torstein Nordstrand', 'Brian Snoddy', 'Mike South', 'Greg Staples', 'Stephen Tappin', 'Matt Wilson (I)', 'Sam Wood', 'Richard Wright']",— Best: 2,"['Book', 'Fantasy', 'Fighting', 'Miniatures']","['Mike McVey', 'Brian Snoddy', 'Matt Wilson (I)']",['Iron Kingdoms'],"['Critical Hits and Failures', 'Once-Per-Game Abilities', 'Variable Player Powers']",Warmachine,2–4,60,"['Edge Entertainment', 'Privateer Press']",7.3,3.47,2003
1686,14+,"['Don Greenwood', 'Rodger B. MacGowan', 'W. Scott Moores']",— Best: 2,"['Negotiation', 'Political', 'Wargame', 'World War II']","['Don Greenwood', 'John Prados']","['Admin: Better Description Needed!', 'Continent: Europe']","['Dice Rolling', 'Hexagon Grid', 'Simulation']",Rise and Decline of the Third Reich,2–6,1440,"['The Avalon Hill Game Co', 'Hobby Japan']",6.9,4.33,1974
1687,14+,"['Jamie Noble-Frier', 'Naomi Robinson']",— Best: 2,"['Ancient', 'Card Game', 'Wargame']",['Daniel Berger (I)'],"['Ancient: Rome', 'Crowdfunding: Kickstarter', 'History: Punic Wars']","['Deck, Bag, and Pool Building', 'Point to Point Movement']",Hands in the Sea,2,90–120,"['Knight Works, LLC']",7.9,2.97,2016
1688,8+,"['Tony Ackland', 'David Andrews', 'John Blanche', 'Alex Boyd', 'Paul Dainton', 'Wayne England', 'David Gallagher', 'Mark Gibbons', 'Neil Hodgson', 'Paul Jeacock', 'Nuala Kennedy', 'Karl Kopinski', 'John Sibbick', 'Adrian Smith', 'Geoff Taylor', 'John Wigley']",— Best: 2,"['Fantasy', 'Miniatures', 'Wargame']","['Bryan Ansell', 'Richard Halliwell', 'Jervis Johnson', 'Rick Priestley']",['Warhammer Fantasy Wargames'],"['Dice Rolling', 'Modular Board', 'Variable Player Powers']",Warhammer: The Mass Combat Fantasy Roleplaying Game (1st Edition),2–4,240,"['Descartes Editeur', 'Games Workshop Ltd.']",6.6,3.70,1983
1689,12+,['Alexander Jung'],— Best: 3,"['Economic', 'Nautical', 'Transportation']","['Michael Kiesling', 'Wolfgang Kramer']",['N/A'],"['Modular Board', 'Set Collection', 'Tile Placement']",Nauticus,2–4,90,['KOSMOS'],7.0,2.99,2013
1690,7+,"['Kendra Harrington', 'Sandy Nathanson', 'Aaron Nathanson']",— Best: 3–5,"['Real-time', 'Word Game']","['Rena Nathanson', 'Abe Nathanson']","['Bananagrams', 'Solitaire Games']",['Tile Placement'],Bananagrams,1–8,15,"['Bananagrams, Inc.', '999 Games', 'AURUM, Inc.', 'Broadway Toys LTD', 'dV Giochi', 'Game Factory', 'KOSMOS', 'Lúdilo', 'Peliko/Martinex Oy', 'Trefl', 'Vennerød Forlag AS']",6.4,1.34,2006
1691,14+,['Matt Paquette'],— Best: 4,"['Card Game', 'Fantasy']",['John D. Clair'],"['AEG: Big in Japan', 'Card Crafting System', 'Climbing Games', 'Shedding Games']","['Hand Management', 'Ladder Climbing', 'Trick-taking']",Custom Heroes,2–6,45,"['Alderac Entertainment Group', 'Arclight', 'Asmodee']",6.9,1.57,2017
1692,8+,['Doris Matthäus'],— Best: 5–6,"['Animals', 'Bluffing', 'Card Game', ""Children's Game"", 'Negotiation']",['Stefan Dorra'],"['Animals: Chickens', 'Animals: Ducks', 'Animals: Foxes', 'Animals: Turkeys', 'The Chicken Family of Zoch']","['Dice Rolling', 'Hand Management', 'Simultaneous Action Selection']",Pick Picknic,2–6,20,"['Zoch Verlag', '999 Games', 'Gigamic', 'Rio Grande Games', 'Stupor Mundi', 'Venice Connection']",6.6,1.19,2001
1693,10+,"['Hiroko Izumida', 'Jun Sasaki']",— Best: 4,['Card Game'],['Jun Sasaki'],['N/A'],"['Area Majority / Influence', 'Set Collection']",Startups,3–7,20,"['Oink Games', 'PopcornEdu']",7.0,1.82,2017
1694,10+,"['Stefan Niehues', 'Peter Röseler']",— Best: 6–8,"['Animals', 'Racing', 'Sports']",['Albrecht Nolte'],['Sports: Horse Racing'],"['Dice Rolling', 'Hand Management', 'Roll / Spin and Move']",TurfMaster,2–8,75,['AZA Spiele'],7.2,1.97,1998
1695,8+,['Biboun'],— Best: 4,"['Animals', 'Economic', 'Farming']",['Kuraki Mura'],['Animals: Pigs'],['Simultaneous Action Selection'],Happy Pigs,2–6,30–45,"['IELLO', 'Kuraki Mura B.G. Studio', '2 Pionki', 'Portal Games', 'Swan Panasia Co., Ltd.', 'uplay.it edizioni']",6.9,2.36,2013
1696,12+,"['Xavier Carrascosa', 'Chechu Nieto']",— Best: 2,"['American West', 'Card Game', 'Fighting']",['Mark Chaplin'],['Revolver'],['Hand Management'],Revolver,2,45,"['Pegasus Spiele', 'REXhry', 'Stronghold Games', 'White Goblin Games']",6.9,1.96,2011
1697,12+,['Búi Kristjánsson'],— Best: 5–6,"['Bluffing', 'Party Game', 'Word Game']","['Laura Robinson', 'Paul Toyne']","['Balderdash', 'Dictionary Games']","['Paper-and-Pencil', 'Voting']",Balderdash,2–6,60,"['Barnes & Noble', 'Canada Games', 'Casper', 'Drumond Park Ltd.', 'The Game Works, Inc.', 'The Games Gang, LTD', 'Hasbro', 'Mattel', 'Milton Bradley', 'Parker Brothers', 'Popular de Juguetes', 'Schmidt Spiele', 'Tactic', 'Target Games', 'TSR', 'Vaka-Helgafell', 'Ventura Games', 'Western Publishing Company', 'Weston Group']",6.4,1.42,1984
1698,14+,"['Ivan Gil', 'Giovanna BC Guimarães', 'Mathieu Harlaut', 'Karl Kopinski', 'Stef Kopinski', 'Diego Gisbert Llorens', 'Henning Ludvigsen', 'Antonio José Manzanedo', 'Pedro Nuñez', 'Adrián Río', 'Marc Simonetti', 'Edgar Skomorowski']",— Best: 2,"['Fantasy', 'Miniatures', 'Novel-based', 'Wargame']","['Eric M. Lang', 'Michael Shinall']","['Crowdfunding: Kickstarter', 'A Song of Ice and Fire']","['Dice Rolling', 'Hand Management', 'Worker Placement']",A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set,2,45–60,"['CMON Limited', 'Dark Sword Miniatures, Inc.', 'Asmodee', 'Broadway Toys LTD', 'Conclave Editora', 'Edge Entertainment', 'Hobby World']",8.3,2.86,2018
1699,14+,['Felideus Bubastis'],— Best: 3,['Fantasy'],"['Bruno Cathala', 'Florian Sirieix']","['Admin: Better Description Needed!', 'Components: Miniatures', 'Steampunk']",['Worker Placement'],Imaginarium,2–5,90,"['Bombyx', 'Gen-X Games']",7.2,2.95,2018
1700,12+,"['Karim Chakroun', 'Ron Miller']",— Best: 3,"['Environmental', 'Prehistoric']",['Phil Eklund'],"['Bacteria', 'Biological Evolution', 'Biology', 'BIOS series', 'Crowdfunding: Kickstarter', 'Nature Games']","['Card Drafting', 'Cooperative Game', 'Dice Rolling', 'Simulation']",Bios: Genesis,1–4,60–120,"['Fox in the Box', 'Ion Game Design', 'Sierra Madre Games']",7.2,4.32,2016
1701,12+,['Dennis Lohausen'],— Best: 3–4,"['Trains', 'Transportation']",['Martin Wallace'],"['Cities: Nuremberg (Bavaria, Germany)', 'Country: England', 'Country: Germany']","['Auction/Bidding', 'Network and Route Building', 'Pick-up and Deliver', 'Set Collection']",First Train to Nuremberg,2–4,45–120,"['Argentum Verlag', 'Z-Man Games, Inc.']",7.1,3.18,2010
1702,10+,['Franz Vohwinkel'],— Best: 4,"['Ancient', 'Mythology']",['Bernd Brunnhofer'],['N/A'],"['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection', 'Variable Phase Order', 'Variable Player Powers']",Pantheon,2–4,60–90,"['999 Games', 'Bard Centrum Gier', 'Filosofia Éditions', 'Hans im Glück', 'MINDOK', 'Rio Grande Games']",6.8,2.75,2011
1703,9+,['Czarnè'],— Best: 4,['Animals'],['Corné van Moorsel'],['Tube Games'],"['Auction/Bidding', 'Enclosure', 'Set Collection', 'Tile Placement']",O Zoo le Mio,2–4,45–60,"['Cwali', 'G3', 'Gigamic', 'Rio Grande Games', 'Zoch Verlag']",6.6,2.01,2002
1704,13+,['Ryan Laukat'],— Best: none,"['Ancient', 'Civilization', 'Fantasy']",['Ryan Laukat'],"['The Ancient World', 'Crowdfunding: Kickstarter']","['Card Drafting', 'Dice Rolling', 'Set Collection', 'Worker Placement']",The Ancient World (Second Edition),2–4,90,['Red Raven Games'],7.7,2.85,2019
1705,11+,['Rotraud Meiler'],— Best: 4,['Medieval'],['Stefan Dorra'],"['Country: Greece', 'Islands: Crete (Greece)']","['Area Majority / Influence', 'Area Movement', 'Hand Management']",Kreta,2–4,60,['Goldsieber Spiele'],6.9,2.66,2005
1706,8+,['Gjermund Bohne'],— Best: 5,"['Farming', 'Transportation']","['Eilif Svensson', 'Kristian Amundsen Østby']","['Drawing Games', 'Farming', 'Roll-and-write']","['Line Drawing', 'Network and Route Building']",Avenue,1–10,15,"['Aporta Games', 'Granna', 'Matagot', 'Morapiaf', 'NeoTroy Games', 'PaperGames (III)', 'Summon Games']",6.9,1.43,2016
1707,13+,"['Daniel Guidera', 'Christopher Kirkman']",— Best: 2,"['Card Game', 'Trains', 'Transportation']","['Seth Jaffee', 'Dan Keltner']","['Crowdfunding: Kickstarter', 'Rabbit Line (Dice Hate Me Games)']","['Hand Management', 'Set Collection']",Isle of Trains,2–4,45,"['Dice Hate Me Studio', 'Lookout Games', 'Looping Games']",6.9,2.00,2014
1708,16+,['Heiner Buck'],— Best: 5–6,"['Party Game', 'Word Game']","['Dirk Baumann', 'Thomas Odenhoven', 'Matthias Schmitt']",['N/A'],['Simultaneous Action Selection'],Krazy Wordz,3–7,45,"['Fishtank', 'Ravensburger b.v.', 'Ravensburger Spieleverlag GmbH']",7.4,1.10,2016
1709,8+,['M81 Studio'],— Best: 5–7,"['Bluffing', 'Card Game', 'Deduction', 'Humor', 'Party Game']",['Oleksandr Nevskiy'],['N/A'],"['Storytelling', 'Team-Based Game', 'Voting']",Detective Club,4–8,45,"['IGAMES', 'Blue Orange Games', 'Engames', 'FoxGames', 'HUCH!', 'Playagame Edizioni', 'Reflexshop']",7.4,1.25,2018
1710,13+,"['Kaile Dutton', 'Vito Gesualdi']",— Best: 2,"['Card Game', 'Fantasy', 'Fighting', 'Prehistoric', 'Zombies']","['Robert Dougherty', 'Darwin Kastle']","['Crowdfunding: Kickstarter', 'Epic Card Game']","['Card Drafting', 'Hand Management', 'Take That']",Epic Card Game,2–4,20–40,"['White Wizard Games', 'Devir', 'IELLO']",6.5,2.52,2015
1711,10+,"['Scott Almes', 'Mihajlo Dimitrievski']",— Best: 2,"['Card Game', 'Fantasy']",['Scott Almes'],['Claim universe'],['Trick-taking'],Claim,2,25,"['White Goblin Games', 'Czacha Games', 'Deep Water Games', 'Game Factory', 'Matagot', 'PaperGames (III)', 'SD Games', 'Vagabund']",7.0,1.67,2017
1712,10+,"['John Kovalic', 'Lüders & Baran', 'Stefan Theurer']",— Best: 4,['Negotiation'],['Reinhard Staupe'],"['Mensa Select', 'NSV Middys series']","['Roll / Spin and Move', 'Set Collection', 'Simultaneous Action Selection']",Basari,3–4,25,"['F.X. Schmid', 'New Games Order, LLC', 'Out of the Box Publishing']",6.8,1.86,1998
1713,12+,['Alberto Bontempi'],— Best: 2,"['Card Game', 'Puzzle', 'Real-time']","['Martino Chiacchiera', 'Silvano Sorrentino']","['Deckscape', 'Escape Room Games', 'Solitaire Games', 'Time Travel']",['Cooperative Game'],Deckscape: Test Time,1–6,30–90,"['dV Giochi', '999 Games', 'ABACUSSPIELE', 'Albi', 'FoxGames', 'Gém Klub Kft.', 'Korea Boardgames co., Ltd.', 'Lifestyle Boardgames Ltd', 'Ludicus', 'Mercurio']",6.7,1.56,2017
1714,13+,"['Jarek Nocoń', 'Steve Paschal']",— Best: 2,"['Bluffing', 'Civil War', 'Wargame']","['Brian Bennett', 'Uwe Eickert', 'Robert Żak']","['Block wargames', 'Country: Poland', 'Country: Russia', 'History: Polish-Soviet War', 'Interwar']","['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven']",Strike of the Eagle,2–4,60–240,"['Academy Games, Inc.']",7.6,3.06,2011
1715,12+,['Christoph Clasen'],— Best: 4,"['Economic', 'Environmental', 'Industry / Manufacturing', 'Transportation']",['Alexander Huemer'],['N/A'],"['Action Queue', 'Area Majority / Influence', 'Worker Placement']",Lignum (second edition),2–4,90–120,['Capstone Games'],7.8,4.12,2017
1716,12+,['Franz Vohwinkel'],— Best: 2,"['Bluffing', 'Card Game', 'Mythology']",['Richard Borg'],['Kosmos two-player series'],"['Action Points', 'Hand Management', 'Secret Unit Deployment']",Hera and Zeus,2,30,"['KOSMOS', '999 Games', 'Kaissa Chess & Games', 'Rio Grande Games']",6.5,2.04,2000
1717,13+,"['Scott Hartman', 'Steve Tse']",— Best: 4,"['Economic', 'Trains']",['Mark Gerrits'],['Cube Rails'],"['Modular Board', 'Network and Route Building', 'Stock Holding']",Mini Rails,3–5,40–60,"['funbot', 'Kobold Spieleverlag', 'Moaideas Game Design']",7.0,2.15,2017
1718,13+,['Mike Atkinson'],— Best: 4,"['Economic', 'Trains']",['Martin Wallace'],"['Country: England', 'Treefrog Line']","['Auction/Bidding', 'Network and Route Building', 'Pick-up and Deliver']",Last Train to Wensleydale,3–4,120,"['Treefrog Games', 'Warfrog Games']",7.1,3.26,2009
1719,12+,['Jeff Chin'],— Best: 4,"['Card Game', 'Dice', 'Medieval', 'Renaissance']","['Jeff Chin', 'Andrew Nerger']",['Crowdfunding: Kickstarter'],"['Auction/Bidding', 'Dice Rolling', 'Set Collection', 'Worker Placement with Dice Workers']",Crypt,1–4,20–35,"['All In Games', 'GateOnGames', 'Ôz Editions', 'Road To Infamy Games']",6.9,1.55,2018
